ground_truth_id,order_id,expected_scenario,expected_outcome,expected_resolution_class,expected_root_cause,expected_human_escalation,expected_ai_investigation,expected_confidence_band,expected_financial_impact,linked_payment_ids,linked_settlement_ids,notes
GT-000252,ORD-000252,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000252","SET-000252","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000253,ORD-000253,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000253","SET-000253","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000254,ORD-000254,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000254","SET-000254","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000255,ORD-000255,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000255","SET-000255","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000256,ORD-000256,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000256","SET-000256","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000257,ORD-000257,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000257","SET-000257","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000258,ORD-000258,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000258","SET-000258","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000259,ORD-000259,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000259","SET-000259","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000260,ORD-000260,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000260","SET-000260","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000261,ORD-000261,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000261","SET-000261","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000262,ORD-000262,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000262","SET-000262","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000263,ORD-000263,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000263","SET-000263","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000264,ORD-000264,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000264","SET-000264","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000265,ORD-000265,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000265","SET-000265","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000266,ORD-000266,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000266","SET-000266","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000267,ORD-000267,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000267","SET-000267","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000268,ORD-000268,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000268","SET-000268","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000269,ORD-000269,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000269","SET-000269","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000270,ORD-000270,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000270","SET-000270","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000271,ORD-000271,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000271","SET-000271","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000272,ORD-000272,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000272","SET-000272","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000273,ORD-000273,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000273","SET-000273","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000274,ORD-000274,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000274","SET-000274","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000275,ORD-000275,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000275","SET-000275","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000276,ORD-000276,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000276","SET-000276","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000277,ORD-000277,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000277","SET-000277","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000278,ORD-000278,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000278","SET-000278","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000279,ORD-000279,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000279","SET-000279","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000280,ORD-000280,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000280","SET-000280","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000281,ORD-000281,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000281","SET-000281","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000282,ORD-000282,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000282","SET-000282","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000283,ORD-000283,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000283","SET-000283","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000284,ORD-000284,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000284","SET-000284","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000285,ORD-000285,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000285","SET-000285","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000286,ORD-000286,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000286","SET-000286","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000287,ORD-000287,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000287","SET-000287","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000288,ORD-000288,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000288","SET-000288","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000289,ORD-000289,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000289","SET-000289","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000290,ORD-000290,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000290","SET-000290","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000291,ORD-000291,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000291","SET-000291","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000292,ORD-000292,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000292","SET-000292","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000293,ORD-000293,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000293","SET-000293","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000294,ORD-000294,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000294","SET-000294","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000295,ORD-000295,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000295","SET-000295","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000296,ORD-000296,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000296","SET-000296","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000297,ORD-000297,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000297","SET-000297","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000298,ORD-000298,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000298","SET-000298","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000299,ORD-000299,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000299","SET-000299","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000300,ORD-000300,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000300","SET-000300","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000301,ORD-000301,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000301","SET-000301","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000302,ORD-000302,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000302","SET-000302","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000303,ORD-000303,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000303","SET-000303","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000304,ORD-000304,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000304","SET-000304","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000305,ORD-000305,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000305","SET-000305","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000306,ORD-000306,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000306","SET-000306","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000307,ORD-000307,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000307","SET-000307","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000308,ORD-000308,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000308","SET-000308","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000309,ORD-000309,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000309","SET-000309","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000310,ORD-000310,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000310","SET-000310","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000311,ORD-000311,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000311","SET-000311","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000312,ORD-000312,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000312","SET-000312","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000313,ORD-000313,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000313","SET-000313","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000314,ORD-000314,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000314","SET-000314","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000315,ORD-000315,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000315","SET-000315","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000316,ORD-000316,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000316","SET-000316","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000317,ORD-000317,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000317","SET-000317","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000318,ORD-000318,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000318","SET-000318","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000319,ORD-000319,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000319","SET-000319","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000320,ORD-000320,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000320","SET-000320","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000321,ORD-000321,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000321","SET-000321","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000322,ORD-000322,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000322","SET-000322","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000323,ORD-000323,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000323","SET-000323","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000324,ORD-000324,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000324","SET-000324","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000325,ORD-000325,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000325","SET-000325","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000326,ORD-000326,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000326","SET-000326","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000327,ORD-000327,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000327","SET-000327","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000328,ORD-000328,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000328","SET-000328","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000329,ORD-000329,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000329","SET-000329","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000330,ORD-000330,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000330","SET-000330","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000331,ORD-000331,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000331","SET-000331","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000332,ORD-000332,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000332","SET-000332","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000333,ORD-000333,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000333","SET-000333","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000334,ORD-000334,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000334","SET-000334","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000335,ORD-000335,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000335","SET-000335","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000336,ORD-000336,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000336","SET-000336","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000337,ORD-000337,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000337","SET-000337","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000338,ORD-000338,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000338","SET-000338","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000339,ORD-000339,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000339","SET-000339","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000340,ORD-000340,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000340","SET-000340","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000341,ORD-000341,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000341","SET-000341","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000342,ORD-000342,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000342","SET-000342","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000343,ORD-000343,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000343","SET-000343","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000344,ORD-000344,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000344","SET-000344","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000345,ORD-000345,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000345","SET-000345","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000346,ORD-000346,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000346","SET-000346","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000347,ORD-000347,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000347","SET-000347","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000348,ORD-000348,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000348","SET-000348","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000349,ORD-000349,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000349","SET-000349","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000350,ORD-000350,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000350","SET-000350","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000351,ORD-000351,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000351","SET-000351","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000352,ORD-000352,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000352","SET-000352","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000353,ORD-000353,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000353","SET-000353","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000354,ORD-000354,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000354","SET-000354","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000355,ORD-000355,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000355","SET-000355","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000356,ORD-000356,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000356","SET-000356","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000357,ORD-000357,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000357","SET-000357","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000358,ORD-000358,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000358","SET-000358","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000359,ORD-000359,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000359","SET-000359","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000360,ORD-000360,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000360","SET-000360","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000361,ORD-000361,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000361","SET-000361","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
GT-000362,ORD-000362,EXACT_MATCH,MATCHED,AUTO_RESOLVED,EXACT_1TO1_MATCH_VERIFIED,False,False,HIGH,0.00,"PAY-000362","SET-000362","Standard exact 1:1 match across order, payment, settlement, and invoice within T+1 SLA."
